Barrie, (47045) Hourly, Nitrogen oxides (NOx) Concentrations
Station,Barrie (47045)
Address,83 Perry St.
Latitude,44.382338
Longitude,-79.702446
Elevation, 226 metres
Air intake height,5 metres
Pollutant,Nitrogen Oxides (nitrogen oxides NOx)
Unit, parts per billion (ppb)
Remarks, 9999 for invalid or missing data.
Station ID,Pollutant,Date,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24
47045,Nitrogen Oxides,2024-02-25,14.1,18.4,23.3,20,23.9,14.1,8.7,4.3,5.9,4.2,3,2.8,3,3.1,4.3,3.6,3.5,3.7,3.7,4.3,5.8,4.8,4.8,4.9,
47045,Nitrogen Oxides,2024-02-26,5.5,7.4,4.9,9999,3,8,5.2,10.9,6.7,3.3,2.4,1.8,1.5,1.1,1.5,1.5,1.3,1.1,1.4,3.4,6.8,9.4,7.1,4.3,
47045,Nitrogen Oxides,2024-02-27,2.8,3.1,3.2,3.1,5.3,9,10.2,14,14.6,15.4,14.1,18.4,25.7,30.2,13,14.3,9.8,6.7,7.3,5.9,4.9,5,5,5.5,
47045,Nitrogen Oxides,2024-02-28,6.7,5.8,4.7,3.8,3.7,3.7,4,5.8,10.1,11.9,11.3,2,2.4,2.4,2.4,2.1,1.7,1.3,0.9,1.1,1,0.5,0.7,1,
47045,Nitrogen Oxides,2024-02-29,0.8,1,1.1,2.7,3.3,5,4.6,5.8,4,2.8,3.1,2.4,3.8,3.8,2.5,2.9,3.5,4.4,6.8,9.9,14.9,24.3,17.5,19.6,
47045,Nitrogen Oxides,2024-03-01,27.6,16.7,14.8,11.1,22,7.7,9.1,17.1,35.9,15.3,10,13.7,6.4,5.2,4.3,6.5,6.9,10.4,8.9,11.5,15,9.2,8.5,7.5,
47045,Nitrogen Oxides,2024-03-02,7.1,11.8,11.5,12.4,16.7,17.4,16.2,14.6,17.5,13.5,12.7,8.7,7.8,6.1,5.1,3.8,3.1,5.6,4.6,5.4,6.5,4,5.8,3.4,
47045,Nitrogen Oxides,2024-03-03,5.1,5.4,3.1,4.1,3.8,4.7,4.5,3.6,4,3.3,3.3,3.5,3.2,3.3,3.3,3.2,1.9,2.8,3.3,3.7,2.4,2,2,1.4,
47045,Nitrogen Oxides,2024-03-04,1.7,1.3,1.3,9999,1,4.4,1.6,2,4.9,3.1,3.5,3.7,7.5,8.6,9.7,10.7,8.9,5.5,4.3,6.3,4.6,3.7,3.2,4.6,
47045,Nitrogen Oxides,2024-03-05,4.4,6,9.5,7,8.3,9.4,10.7,11.9,12.5,11,11.5,10.5,6.1,6.1,5.4,5.4,5.2,3.9,4.2,4.2,4.1,3.5,2.6,2.3,
47045,Nitrogen Oxides,2024-03-06,2.1,1.6,1.1,1.2,1.6,2.6,4.3,5,3.9,2.2,2.5,1.8,1.5,1.8,1.3,1.7,1.3,1.3,1.2,1.4,1.5,1.9,2.1,1.3,
47045,Nitrogen Oxides,2024-03-07,0.9,1.2,1.8,2.5,3.9,5,12.5,9,4.7,4.4,1.2,1.4,1.1,1,0.6,1.2,0.6,2.1,5.7,10.1,21.6,27.8,5.6,6.2,
47045,Nitrogen Oxides,2024-03-08,13.6,4.9,6.2,3.8,2.1,1.2,2.2,3,1.7,1.2,1.6,1.2,1.2,1.7,1.7,3.4,2.2,1.9,3.4,3.4,2.9,1.8,1.2,1.5,
47045,Nitrogen Oxides,2024-03-09,1.1,0.4,0.6,0.7,2.5,2.8,2.6,4.4,2.9,3.9,4.7,4.7,4.2,2.5,2.1,2.2,1.9,2.4,1.8,2.5,1.5,1.6,0.9,0.9,
47045,Nitrogen Oxides,2024-03-10,1.3,1.2,-999,-999,0.4,0.5,0.7,0.7,0.8,1.2,1.6,1.2,1.3,1.3,1.2,1.4,1.3,1,0.9,0.9,0.7,0.6,0.3,0.1,
47045,Nitrogen Oxides,2024-03-11,0.3,0.1,0.7,9999,0.9,1.8,1.8,1.9,1.7,1.5,1.6,1.7,1.4,1.3,1.4,1.7,2,2.6,5.8,26.8,41.8,44.4,40.4,24.9,
47045,Nitrogen Oxides,2024-03-12,20.8,40.1,45,36.3,61.4,85.4,118.6,92.4,60.1,29.5,24.4,16.4,10.1,5.6,5.8,4.6,5.6,4.8,3.7,4,9.2,11.9,9,7.9,
47045,Nitrogen Oxides,2024-03-13,7.7,16.1,20.4,38.8,37.3,84.6,79.7,80.8,27,4.8,3.9,4.1,3.4,3.1,3.2,3.6,3.1,3.2,4.1,3.8,7.8,6.2,12.8,14.3,
47045,Nitrogen Oxides,2024-03-14,13.8,19.8,9.6,17.4,28.5,26.4,24.3,23.2,13,10.6,11.3,13.5,10.8,10.2,8.3,5,4.1,3.4,2.1,0.9,1.5,1.4,1.3,1.6,
47045,Nitrogen Oxides,2024-03-15,1.7,1.7,2.2,1.5,2.6,3.1,4.4,5,5.1,3.9,3,2.7,2.2,1.9,1.8,2.1,2,2,2.3,2.5,2.7,3.1,4.3,7.4,
47045,Nitrogen Oxides,2024-03-16,7.8,2.2,3.3,6.1,9,8.4,6,2.8,2.6,3.1,3,2.7,2.3,2.4,1.9,3.5,2.9,4.3,2.4,5,5.7,2.4,2.9,2.7,
47045,Nitrogen Oxides,2024-03-17,1.8,1.9,2.2,1,1.3,1.4,1.5,1.4,1.5,1.4,1.8,1.4,1.6,1.2,1.4,1.4,1.6,1.9,1.9,2.4,1.8,1.2,1.3,1.4,
47045,Nitrogen Oxides,2024-03-18,1.1,0.9,1.2,9999,2,4.2,6.6,6.5,7.7,3.2,2.5,1.7,1.9,1.8,2,2.1,2,1.5,1.3,1.5,2.2,1.9,1.5,1,
47045,Nitrogen Oxides,2024-03-19,1.4,1,0.9,1.4,3.3,6.6,12.6,8.2,5,4,5.2,5.4,6.1,7.3,7.5,6.5,5.5,5.4,5.9,5.5,5.4,7.1,5.3,1.7,
47045,Nitrogen Oxides,2024-03-20,1.6,1.2,1.3,1.2,2.9,4.7,4.9,3.5,3,2.4,2.5,2.5,2.1,2.9,2.3,1.9,1.9,1.5,1.9,1.5,1.5,1.1,1.1,0.8,
47045,Nitrogen Oxides,2024-03-21,0.5,0.7,1,1.8,2.4,3.4,3.1,3.9,3.3,3.2,2.4,2.4,2.4,1.9,1.8,2.2,2.6,2.1,2.6,3.3,4.7,4.5,5.5,4.2,
47045,Nitrogen Oxides,2024-03-22,3.7,3.2,4.1,7.8,14.9,23,28.8,33.8,24.7,14.3,12.1,11.1,9,4.9,3.5,2.2,1.1,1.3,0.8,2.2,0.7,1,1.2,0.7,
47045,Nitrogen Oxides,2024-03-23,0.6,1.4,2.4,3.6,4,8.1,16.9,10.6,4.2,3.7,2.2,2.1,1.7,1.6,2,1.9,1.7,1.5,1.9,2.8,4.1,5.7,4,1.1,
47045,Nitrogen Oxides,2024-03-24,1.6,1.8,2.3,5.1,7.8,16.1,17.2,5.7,0.1,0.1,0.2,0.6,0.4,0.6,0.6,0.6,0.5,0.7,0.3,1.6,2.3,4.9,5.2,3.5,
47045,Nitrogen Oxides,2024-03-25,2.5,1.4,1.6,9999,2.1,2.9,3.5,7.4,3.6,3.2,4.3,4.2,3.3,3.1,2.4,2.9,2.6,1.9,3,1.2,1.1,0.9,0.7,1.9,
47045,Nitrogen Oxides,2024-03-26,1.5,1.5,2.2,1.6,2.5,3.8,8.4,15.5,9.5,7.6,7,7.5,7.4,6.3,7.9,6.5,7.6,5.9,6.1,3.1,3,3.6,4.3,4.2,
47045,Nitrogen Oxides,2024-03-27,3.4,3.9,3.9,4.6,7.7,6.7,8.6,8.2,6.2,6.4,4.9,4.7,6,4.8,4.3,5,5,3.5,4.3,3.9,3.6,3,2.9,2,
47045,Nitrogen Oxides,2024-03-28,2,2.2,2.4,2.6,5.5,15,42.1,16.3,7.4,4.2,4.2,4,3.9,3.8,3.2,3.1,3.1,2.9,3.7,4,4.8,10.6,18.8,23.7,
47045,Nitrogen Oxides,2024-03-29,9.1,2.7,2.4,3.1,3.6,5.9,5.4,2.4,3,1.7,1.6,1.4,1.5,1.3,1.7,1.9,1.9,1.7,1.8,2.1,1.8,1.8,1.8,2.7,
47045,Nitrogen Oxides,2024-03-30,1.7,2.5,3.5,5.3,4.6,5.1,8.6,6.5,1.8,0.9,0.9,0.5,0.7,1.2,1.4,1.5,1.5,2,2.3,2.2,1.8,1.6,0.7,0.9,
47045,Nitrogen Oxides,2024-03-31,0.9,0.5,0.5,1,1,1.2,1.1,1.3,1.3,1.3,1.6,1.4,1.1,1.2,1.2,1.2,1,1.3,2.3,3.1,3.5,3.3,2.9,2.4,
47045,Nitrogen Oxides,2024-04-01,3.1,10.5,9.2,9999,5.4,9,34,15.3,2.7,1.4,0.9,0.9,0.9,0.6,0.7,1.2,1.5,2.1,2.1,3.1,3.8,4.8,6.1,1.3,
47045,Nitrogen Oxides,2024-04-02,1.5,0.4,0.7,1.6,0.3,0.3,0.5,0.5,0.4,0.3,0.3,0.4,0.5,1.7,0.5,0.9,1.4,2.6,0.9,0.7,0.7,0.3,0.5,0.7,
47045,Nitrogen Oxides,2024-04-03,0.8,0.9,0.9,0.8,1.3,1.2,4.4,5.4,2,1.8,1.8,1.7,2,1.5,2,1.1,1,1.1,1,0.8,0.7,1,0.8,0.3,
47045,Nitrogen Oxides,2024-04-04,0.1,0.1,0,0.2,0.1,0.7,1.1,2.3,0.6,0.8,0.2,0.4,0.3,0.3,0.3,0.2,0.5,0.8,1.1,2.1,2.5,2.1,2.3,1.4,
47045,Nitrogen Oxides,2024-04-05,1.1,1.2,1,1.3,2.8,3.2,4.8,4.4,4,2.5,1.6,2.2,1.8,1.8,2,1.7,2,1.5,1.9,1.8,2,1.4,1.5,1.2,
47045,Nitrogen Oxides,2024-04-06,1.2,0.8,0.5,0.6,0.7,1,1.7,1.8,1.6,1.1,1.2,1.2,1.4,1.1,1.3,1.1,1.2,0.9,1.7,2.3,2.4,2.1,3.2,5.7,
47045,Nitrogen Oxides,2024-04-07,7.9,9.5,7.4,7.6,13.8,12.3,7.6,11.5,3.2,1.8,0.8,0,0,0.6,1.2,1.1,1,1.1,1.8,15.5,15.8,15.2,5,3.1,
47045,Nitrogen Oxides,2024-04-08,3.5,3.3,4.2,9999,3.3,4,3.4,3.3,7.4,4.3,3.3,2.7,2.7,2.9,2.5,3.7,4.8,7.5,8.2,7.3,11.8,10.1,8.8,10.8,
47045,Nitrogen Oxides,2024-04-09,8.9,8,8.1,10,11,9.7,8.4,7.4,13.1,10.2,10.6,10.8,14.5,8,5.1,6.2,6,5.8,7.4,8.1,7,10.7,4.9,4.8,
47045,Nitrogen Oxides,2024-04-10,4.2,1.7,1.4,3,9.4,19.6,50.7,19.3,3.4,3,2.5,2.5,2.3,2.2,1.7,1.8,1.8,2.1,3.2,9.1,9.1,6.1,3.8,3.5,
47045,Nitrogen Oxides,2024-04-11,3.1,2.7,1.9,1.3,1.9,2.1,2.4,3.4,1.6,1.8,1.2,1,1.3,2,2.2,2.9,2.4,2.5,2.2,2.3,2.7,1.7,1,0.8,
47045,Nitrogen Oxides,2024-04-12,1.1,0.9,0.6,1,1.1,2.6,6.2,13,7.9,4.2,3.5,3.2,4.3,4.2,3.2,2.8,2.2,1.2,0.6,0.5,0.4,0.6,0.1,0.1,
47045,Nitrogen Oxides,2024-04-13,0,0,0,0,0,0,0.2,0.5,0.7,1,0.9,1.1,1,1.3,1,1.1,1.1,1.3,1.3,1.4,4.2,4,4.3,3.6,
47045,Nitrogen Oxides,2024-04-14,2.4,1.7,0.6,1.3,2.7,4,3.9,2.5,4.7,11.4,9.9,5.8,5,3.4,2.8,2.7,2.4,3.3,2.6,2.1,1.9,1.5,0.9,0.8,
47045,Nitrogen Oxides,2024-04-15,0.6,0.6,0.9,9999,1.7,2.7,3.2,3.7,3.3,2.7,2.2,1.7,2,1.8,1.5,1.6,1.3,1.5,1.7,2.6,4.2,4.6,6.3,2.5,
47045,Nitrogen Oxides,2024-04-16,8.2,11.8,3.1,2.1,5.6,10.5,8.6,4.5,2.9,2.3,1.3,1.1,1.7,1.5,1.7,2,1.6,2.4,2.9,4.2,4.7,5.5,7.3,3.3,
47045,Nitrogen Oxides,2024-04-17,1.5,0,0,0,0.3,0.5,0.2,0.3,0.9,1.1,1.3,0.8,1.4,1.1,1.3,0.8,0.9,1.3,0.9,0.5,0.5,0.7,0.8,0.6,
47045,Nitrogen Oxides,2024-04-18,1.9,1.3,1,0.6,1,2.7,3.2,4.8,25.8,5.1,4.6,3.5,2.5,3,2.9,3.2,3.6,2.2,2,3.5,3.3,4.7,2.9,1.7,
47045,Nitrogen Oxides,2024-04-19,1.2,1.7,2.7,1.3,0.9,3.4,12.8,11.4,6.6,3.5,12.7,8.3,6.3,3.4,3,2.3,2.4,2.2,2,1.9,1.9,2.5,2.2,4.9,
47045,Nitrogen Oxides,2024-04-20,5.5,10.3,5.5,5.1,5.4,1.3,2.2,4.2,3,1.8,1.9,2.2,2,1.3,1.8,1.4,1.4,2.1,2.1,1.8,2.2,2.1,2,1.2,
47045,Nitrogen Oxides,2024-04-21,1,0.7,0.6,0.5,1,1.8,2.5,1.7,1.2,1.3,1.1,1.3,1,1.2,1.1,1,1,1.2,1.5,2,2.1,1.6,1,0.7,
47045,Nitrogen Oxides,2024-04-22,0.6,1.8,3.2,9999,11.9,20,14.5,6.6,3.8,2,1.4,1.5,1.5,2.4,1.9,1.9,2.2,1.4,1.7,3.4,3.7,3.2,2.3,2.4,
47045,Nitrogen Oxides,2024-04-23,2.4,2.8,3,3.6,4.8,9,6.9,8.9,9.6,8.8,7,5.7,5.9,6.4,5.6,5.3,5.5,5,4.1,3.5,2.8,2.8,3.4,6.5,
47045,Nitrogen Oxides,2024-04-24,4.4,1.6,1.2,1.5,2.1,1.9,2,2.8,2.4,1.9,1.7,1.1,0.7,0.6,0.5,0.6,0.4,1.8,2,2.3,2.6,2.9,4.2,2.7,
47045,Nitrogen Oxides,2024-04-25,2.8,3.7,4.1,3.7,4.8,7,11.9,4.2,1.1,0.4,0.5,1,1.6,0.8,0.6,0.7,0.8,1,2.1,4.2,6.4,10.5,7.1,7,
47045,Nitrogen Oxides,2024-04-26,7.4,15.9,21.1,29,41.8,67.1,55.5,20.4,5.8,2.6,2.1,2.3,1.3,1.8,0.7,0.7,1.1,1,2.1,2.7,2.8,1.2,0.9,1,
47045,Nitrogen Oxides,2024-04-27,1,1,1.3,0.8,0.9,1.1,1.6,2.5,4.3,4.8,5.8,4.7,5.9,6,5.8,4.1,4.7,4,4.3,5.2,4.6,3,2.8,2.5,
47045,Nitrogen Oxides,2024-04-28,3.3,9.1,13,9,9.1,10.9,12.3,4.8,1.9,2.1,1.9,1.8,2.3,2.2,2.3,2.1,2.3,2.4,2.4,2.5,2.7,2.6,2.9,2.7,
